"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated"
"RPS6KA3",0.0615566154914919,13.6988518378948,1.34649253678241,0.184575384056247,0.491432465853552,-5.2858393617429,"RPS6KA3",0.330287233987387,0.733826219243923,"no"
"VTA1",0.0615235977442161,10.2074603925861,0.497620773706721,0.621218477343249,0.844850795051258,-5.99855708362935,"VTA1",0.5678164379003,0.206755635221535,"no"
"ACTR1A",0.061480254919573,14.9506667284936,1.03812504735453,0.304501722905092,0.607108206870941,-5.63352950056452,"ACTR1A",0.408031834099868,0.516410245736992,"no"
"PDXK",0.0614276935453031,11.712657943642,0.910337562780953,0.367270803466144,0.669729112202968,-5.75251533211487,"PDXK",0.45011876780698,0.435013594925959,"no"
"AP1B1",0.0608966971983573,12.7084205472301,0.433755844266418,0.666442209261611,0.867940521779302,-6.06161568307561,"AP1B1",0.583334830567509,0.176237504595141,"no"
"ECH1",0.0608046653056089,15.9577227013614,0.367390344478133,0.714970334943939,0.884060317526967,-6.0874674986513,"ECH1",0.594168796818987,0.145711977272238,"no"
"LUC7L2",0.0606962290593014,9.11645891961143,0.348590316921689,0.731005104032586,0.893655458152955,-5.6909562263815,"LUC7L2",0.600617602458177,0.136079590695424,"no"
"CAPN3",0.0605935605903252,14.9422683416798,0.891579386108445,0.377141792808028,0.678674212037596,-5.76871753920649,"CAPN3",0.456130687017463,0.42349533876858,"no"
"DMTN",0.0605697515593739,12.0108937302876,0.105706587821917,0.916432861805739,0.969925088320832,-5.99337453126014,"DMTN",0.651877718416605,0.0378993461030954,"no"
"YWHAZ",0.0604794441180072,15.4518429206369,0.480986504112277,0.632748644148377,0.849261797523171,-6.04063119671479,"YWHAZ",0.570781032034367,0.198768776773436,"no"
"CAPG",0.0604582205255948,11.2420010975534,0.567103424983189,0.573962166801024,0.817258566848305,-5.89975990160729,"CAPG",0.549271955461856,0.241116733544639,"no"
"PEBP1",0.0600891424941565,17.7033073448298,0.861656276615537,0.393233830810118,0.691605696521012,-5.79388873175232,"PEBP1",0.464821818634012,0.405349125880293,"no"
"MRPL39",0.0599148086862122,11.8879499758037,0.661256154206663,0.511663639004893,0.77925318079826,-5.94089179770172,"MRPL39",0.523728885544223,0.291015444744943,"no"
"CLTB",0.0598089471806205,12.5310677983469,0.758928049507292,0.451669609990177,0.734855240181534,-5.87395611442155,"CLTB",0.49388943858061,0.34517912940224,"no"
"DHPS",0.0596212236520497,9.90437837531012,0.314013577380007,0.755176095270872,0.905645874653046,-6.02205122915065,"DHPS",0.60867625095079,0.121951765871354,"no"
"HOMER1",0.059449101883672,13.71508833887,0.893663018141208,0.376037072320812,0.677571799688063,-5.76693389097225,"HOMER1",0.455389765831053,0.424769337224747,"no"
"CUTC",0.0590002498735203,14.0523531622565,0.61301083299388,0.542812270929882,0.799949735532324,-5.9706229603222,"CUTC",0.537638849356463,0.265350343147712,"no"
"C11orf54",0.0589714817814713,13.8983042206038,0.60508466268633,0.548021442792474,0.800833437537209,-5.97529579115661,"C11orf54",0.538232777334656,0.261202448259686,"no"
"MDP1",0.0587498330243736,13.2553221595424,0.38484271941188,0.702242452413746,0.881420697877308,-6.03142398565098,"MDP1",0.592394732764529,0.153512919826885,"no"
"BTF3L4",0.0584790734595177,11.9917089636552,0.50205497042865,0.618368279441013,0.843808284664297,-5.95333838602485,"BTF3L4",0.567115776271211,0.208752796607619,"no"
"SMAD2",0.0583153908242622,10.7234836312879,0.33354231830824,0.740822891134266,0.898190713657905,-5.91139416807293,"SMAD2",0.603665705911323,0.130285606591105,"no"
"RPL27",0.0582354120579165,13.1312628058054,0.713889343295567,0.478811591177058,0.754324490362546,-5.90594019335453,"RPL27",0.506974542306767,0.319835344641352,"no"
"PANK4",0.0580220279405275,13.4511440095861,0.921216079512044,0.36162308108463,0.664755413633227,-5.74297015046889,"PANK4",0.446775990808245,0.441743857876467,"no"
"LMNB2",0.0579782665079343,15.3538848586081,0.960038228144981,0.341929028956025,0.644722949954363,-5.70801726548795,"LMNB2",0.43331235647763,0.466064027076336,"no"
"COA1",0.0579309060194362,12.3660563076315,0.267233087568326,0.790591619527144,0.924148967698847,-6.06886084683527,"COA1",0.621112009365111,0.10204779360095,"no"
"LIPE",0.0575679581835171,9.83581096823391,0.145959054494585,0.885271357917692,0.958653105997317,-5.80870236445113,"LIPE",0.644301922916969,0.052923586723021,"no"
"TGM2",0.0573509319127758,12.3531602509467,0.343648587366388,0.732636945493139,0.8938604798378,-6.09568195307642,"TGM2",0.60075539564422,0.135111184471324,"no"
"ELOC",0.0572563258800223,14.3560623437502,0.837446124318504,0.406562962050386,0.701029317937358,-5.81364554428151,"ELOC",0.471155347792171,0.390872188191355,"no"
"DDB1",0.0572117315049585,14.9672763466747,1.08696643002953,0.282572265599232,0.592046396600717,-5.58411896942021,"DDB1",0.397908930143258,0.548870466296006,"no"
"BLVRA",0.0571880565126701,13.3294552003857,0.836706118194442,0.406974716909842,0.701319849881097,-5.81424083725369,"BLVRA",0.471350611635629,0.390432570252929,"no"
"SCO1",0.0571481427228289,14.4896678240548,0.657391522067669,0.514122834466958,0.781834439490199,-5.94335479822013,"SCO1",0.525463725736529,0.288933106767537,"no"
"THY1",0.0571331682738592,11.2215027556005,0.294511167697746,0.769846437867272,0.91260990146848,-6.04992845717681,"THY1",0.613356709231642,0.113595895396237,"no"
"NDUFS5",0.0571271260451329,15.4792895852443,0.489382599906969,0.626837857486535,0.846451308259334,-6.03667621737975,"NDUFS5",0.568892128086006,0.202844782463483,"no"
"TMX3",0.057044697129033,12.4875597083548,0.650603767810942,0.518457421925622,0.784626114126808,-5.94764646927024,"TMX3",0.527339984547221,0.285286904042599,"no"
"ANXA6",0.0569797053188452,18.2218370884864,0.918690477249018,0.36292924767905,0.664755413633227,-5.74519593650053,"ANXA6",0.446775990808245,0.440178031541002,"no"
"NGLY1",0.0568650989559139,11.141794125359,0.497062746198198,0.621452650425977,0.844850795051258,-6.03299918710388,"NGLY1",0.5678164379003,0.206591955424733,"no"
"EIF4G1",0.0568364839000282,13.0186435857818,1.0265002872551,0.309888659343075,0.615294026176175,-5.64497091476248,"EIF4G1",0.413533447859859,0.508794316870892,"no"
"TPR",0.0558081285714351,10.9807859775679,0.521898250828544,0.604182236470161,0.834222886850323,-6.02072117545084,"TPR",0.560673518686239,0.218832047544028,"no"
"PDIA3",0.0557785532513666,13.7948445736443,1.12969283828024,0.264315027186241,0.574675884900402,-5.53912879187203,"PDIA3",0.386234369219658,0.577878145084178,"no"
"STAU2",0.0556870147137722,10.1687454055933,0.248415096164919,0.805552487089755,0.92852550591495,-5.88452894357623,"STAU2",0.62405344039028,0.0939061571556041,"no"
"ITGA1",0.0556739922746665,10.9370130851542,0.37610840197746,0.708720894738335,0.881420697877308,-6.03485376078591,"ITGA1",0.592394732764529,0.149524763039542,"no"
"CAV2",0.0556057465654298,11.8151683360396,0.470234263651412,0.640353589881493,0.855256515328116,-6.04559709762369,"CAV2",0.574810026657039,0.193580151438486,"no"
"HYPK",0.0555212406226122,12.0074465522108,0.421442701095348,0.675386568335735,0.871292000329477,-6.05603432404449,"HYPK",0.585587328432466,0.17044758059086,"no"
"PSMD12",0.0555149929500818,12.7697228542881,0.960283368692594,0.341806963150318,0.644722949954363,-5.70779215374897,"PSMD12",0.43331235647763,0.466219094257303,"no"
"RPS4X",0.0552867288810148,12.7207007231176,0.689888394931397,0.493643097106356,0.767623003752765,-5.92220322010127,"RPS4X",0.515912350671078,0.306586931595512,"no"
"CHP1",0.055131032747143,12.3071667134033,0.570869295006757,0.570796758584007,0.815463092880446,-5.99478009426088,"CHP1",0.548065233945177,0.243518501803145,"no"
"LPIN1",0.0551239346164056,12.3210427082131,0.450873860859761,0.65414532635017,0.863554367152155,-6.05425827637962,"LPIN1",0.580386936441049,0.184325757148798,"no"
"NUBP1",0.0548471940505255,9.60748871165222,0.394633478539192,0.695308594909652,0.881003354093157,-5.97676035553387,"NUBP1",0.592114239851124,0.157822402142123,"no"
"STIM1",0.0547281286712042,12.7233346414547,0.56840623749327,0.572454076343974,0.816125880290933,-5.99613960320358,"STIM1",0.548510687259197,0.242259347748552,"no"
"BAG2",0.0544848903138657,12.3472368340542,0.645542695445719,0.521702011371462,0.786234656970165,-5.95081796631899,"BAG2",0.528421071376843,0.28257748889418,"no"
"PLAA",0.0541965979862038,13.2892947791369,0.907988211833507,0.36849790899859,0.670439958027305,-5.75456238371919,"PLAA",0.450596520738309,0.433564972154863,"no"
"COX7A2",0.0539183724003092,14.9328917652414,0.249822115943968,0.803809185964057,0.92852550591495,-6.12279917051033,"COX7A2",0.62405344039028,0.0948470349806283,"no"
"BSG",0.0537243657845838,15.5045411130655,0.574308847478524,0.568486339807138,0.814137078124257,-5.992871904605,"BSG",0.547174031640731,0.245279966539409,"no"
"PRKAR1B",0.0536421198998838,12.2381872457871,0.436798539980508,0.664595187123042,0.867940521779302,-5.97802850091974,"PRKAR1B",0.583334830567509,0.177442808127235,"no"
"PAFAH1B1",0.0536295150349648,13.4446118646708,0.764086773649112,0.448619083290969,0.732371923628461,-5.87017087877664,"PAFAH1B1",0.492220424397746,0.348122256406886,"no"
"H4C16",0.0535942618175191,17.4879775337741,0.688656803974216,0.49441095502007,0.76798856860068,-5.92302306274535,"H4C16",0.516158043438346,0.305911914836604,"no"
"GFER",0.0535267030591129,12.1371436689868,0.623250106165401,0.536120795342922,0.795899203384987,-5.96449793067752,"GFER",0.53491652400745,0.270737346799087,"no"
"DDX39B",0.0534255813550359,14.5337096792241,0.827793683876604,0.41195392072093,0.706101755908704,-5.82137029903653,"DDX39B",0.47456448663329,0.385151359442139,"no"
"APOOL",0.0532101308985542,12.7490653493613,0.599650470967471,0.551607533413532,0.802308254189112,-5.97846491440249,"APOOL",0.539223988022678,0.258369811209775,"no"
"HSPH1",0.0525976187989983,12.1048662063895,0.449293363361342,0.655276707037142,0.863814698851432,-6.05494940860475,"HSPH1",0.580561902978362,0.183575269530554,"no"
"PDIA4",0.0525876553726938,13.5843031444174,0.329990422524019,0.742867574480781,0.89949064142297,-6.10016029331672,"PDIA4",0.604539375389307,0.129088597811492,"no"
"PLXND1",0.0524623087419567,15.1305468191647,0.307589787643242,0.76092299436801,0.909121608256294,-5.8096927244523,"PLXND1",0.611012259492472,0.118659291735627,"no"
"STOM",0.0520804986938668,13.3914096406913,0.450029880575661,0.654749377967449,0.863554367152155,-6.05462763790625,"STOM",0.580386936441049,0.183924905495984,"no"
"RCN2",0.0520424576603933,12.3336222168467,0.383860966653023,0.702805547727433,0.881420697877308,-6.08144845437896,"RCN2",0.592394732764529,0.153164818978248,"no"
"LSM8",0.0517299877239896,11.843255967763,0.359232742964862,0.721057935091774,0.887807891678696,-6.07963747528889,"LSM8",0.59668750688953,0.142029839469429,"no"
"ASPA",0.0515717770003619,15.1043357028413,0.592447087163879,0.556379409061936,0.806548377567238,-5.98262242289846,"ASPA",0.542073735891685,0.254628951103163,"no"
"NAPA",0.0515484278112233,14.2282499514386,1.13443328891899,0.262342313549753,0.573888454183568,-5.53403608824197,"NAPA",0.385705144287462,0.581131655810337,"no"
"UGGT1",0.051360641188765,13.0020045800819,0.783899745285558,0.437015803721571,0.722843696000739,-5.85540088358578,"UGGT1",0.485816590368392,0.359502857434683,"no"
"MAPK14",0.0511311530764242,13.7681364241468,0.707394113298485,0.482800399247851,0.758773578874012,-5.91039504743092,"MAPK14",0.509964733717229,0.316232379438262,"no"
"RPL18A",0.0510936283233221,12.0074636653921,0.376663116903359,0.70811226486369,0.881420697877308,-6.08411110987125,"RPL18A",0.592394732764529,0.149897883347388,"no"
"MAPK3",0.0510055280416815,11.4651577712232,0.552729359645454,0.583057490238035,0.821892174160003,-6.0046567429835,"MAPK3",0.552386160258453,0.234288621120612,"no"
"PLS3",0.051002549399275,13.5017269570943,0.529557524690019,0.598901236171453,0.833272306509244,-6.01681531557032,"PLS3",0.560034642394269,0.222644790502556,"no"
"NPEPPS",0.0509578344305979,16.3602884743636,0.747952403850158,0.45820000453264,0.738748239186901,-5.88192635153965,"NPEPPS",0.496505887355856,0.338944910850461,"no"
"RAB7A",0.0509182075997341,14.5434486151924,0.581952072453189,0.563368806128942,0.810388148436888,-5.98859117243839,"RAB7A",0.544654410527169,0.249207203678116,"no"
"PRRC2A",0.0508894186381212,10.2059244587429,0.26669499103878,0.791459213638338,0.924148967698847,-5.93057947288521,"PRRC2A",0.621112009365111,0.101571460774095,"no"
"IDH3B",0.0508870558730994,13.9325758973356,0.609199000527862,0.545314271382627,0.799949735532324,-5.97287767230418,"IDH3B",0.537638849356463,0.263353136273165,"no"
"TPD52L2",0.0506796172651569,12.9375947405241,0.582255003552011,0.563166451258066,0.810388148436888,-5.98842036145291,"TPD52L2",0.544654410527169,0.249363224724375,"no"
"ATP6V1B2",0.0506573982736782,11.806353027545,0.714967578450486,0.478151234540573,0.754324490362546,-5.90519681614415,"ATP6V1B2",0.506974542306767,0.320434718579665,"no"
"PFKFB1",0.0504177752908781,12.8652631547018,0.433887955868302,0.666346944963314,0.867940521779302,-6.06155998192604,"PFKFB1",0.583334830567509,0.176299589072662,"no"
"HIBADH",0.0504084108618184,15.2710740087082,0.485628670373806,0.629477570122197,0.847215419210858,-6.0384528767285,"HIBADH",0.569405680018721,0.201019740291161,"no"
"DYNC1I2",0.049988304137873,11.9661083223225,0.699776438589738,0.487502160843284,0.761359008510936,-5.91556899845519,"DYNC1I2",0.511702377163242,0.312023454959835,"no"
"HTATSF1",0.0499557070299232,11.0003503857011,0.299199729282629,0.766159314937028,0.910778928400336,-6.08744523225366,"HTATSF1",0.612126129096623,0.115680913913211,"no"
"MTM1",0.04981537407809,12.5273892509035,0.517489828444488,0.607231556592082,0.83704640670623,-6.02294376547341,"MTM1",0.562571180375514,0.216645667122958,"no"
"PTGR2",0.0493544045267349,13.5161577258359,0.641898647514694,0.524044822560472,0.787512839149125,-5.95308643520893,"PTGR2",0.529280125846692,0.28063156538619,"no"
"RPL15",0.0492716352951508,12.2879846289014,0.52227326274119,0.603923167273641,0.834222886850323,-6.02053124632648,"RPL15",0.560673518686239,0.219018309974203,"no"
"CTF1",0.0492559763868243,10.3857596182038,0.293448570624244,0.77095307151507,0.912981609802144,-5.96245905356029,"CTF1",0.613606530979098,0.112972056971525,"no"
"XPNPEP1",0.0490503463281495,13.7099691567854,0.770192093091989,0.445024445994985,0.729809714336485,-5.86565879258285,"XPNPEP1",0.490498387131702,0.351616131785086,"no"
"ARPC3",0.0490003401292363,12.5837894894007,0.684540687219754,0.496981999571655,0.769908170212295,-5.92575266062246,"ARPC3",0.517448190001123,0.30365934090102,"no"
"MRPS22",0.0487324699480975,12.1404089953317,0.406658289033163,0.686097378240463,0.875229531622679,-6.07268484580905,"MRPS22",0.588233706948203,0.163614240224493,"no"
"TMEM186",0.0484707275940597,9.87852449017923,0.222217238072114,0.825593331662385,0.937080935111281,-5.9429913475695,"TMEM186",0.629803465553805,0.0832338235098937,"no"
"GALM",0.0484622087479956,12.2071664518873,0.562322553994829,0.576557682945368,0.817817590953233,-5.99947271625961,"GALM",0.549647670413916,0.239157236276183,"no"
"SGCA",0.0483791187237301,13.4074414141736,0.76179624851279,0.449972055408638,0.733434781902323,-5.87185464608666,"SGCA",0.492934761654208,0.346814456355026,"no"
"DHRS7C",0.0483534014348912,13.5255881570151,0.418446841969466,0.677518620737796,0.872478668108019,-6.06795634395615,"DHRS7C",0.586384876916682,0.16907876425792,"no"
"POR",0.0483433261202411,11.4484122594523,0.326941877253418,0.745255396698195,0.901222387847585,-6.06681341002829,"POR",0.605703266211132,0.127694870380524,"no"
"SMYD1",0.048334764209665,15.8916085680086,0.525972770204307,0.601370204184554,0.833272306509244,-6.01865036500239,"SMYD1",0.560034642394269,0.220858093493228,"no"
"GSN",0.0480129069908877,14.3861457968206,0.653162193822057,0.516821352253468,0.784626114126808,-5.94603399408418,"GSN",0.527339984547221,0.286659551951253,"no"
"UBE3A",0.0479289059968178,12.6512420750801,0.753805133612109,0.45471090966519,0.738030913173637,-5.87769033673598,"UBE3A",0.496023779149234,0.342264625846459,"no"
"CLIC4",0.0478044709673586,10.5828476123794,0.371754643157391,0.711739533585157,0.882805036750556,-6.08589814717136,"CLIC4",0.593325134170858,0.147678910608311,"no"
"TRIM63",0.0477376010213977,10.9536884957745,0.364650868718006,0.717193384874479,0.885481472725242,-6.03693782652292,"TRIM63",0.595123942138272,0.144363724862448,"no"
"TMEM223",0.0476475177868192,11.7564536865424,0.461918190586415,0.646405935561894,0.859771583996795,-6.01515125980223,"TMEM223",0.577844562723456,0.189494664346802,"no"
"HSP90AB1",0.0475672184573881,16.8957528183484,0.602948054067082,0.549429997963832,0.801520887519553,-5.97654517922082,"HSP90AB1",0.538694806136067,0.260087632511922,"no"
"PSMB2",0.0473254415594919,13.9037472139205,0.715721446004301,0.477689839636557,0.754324490362546,-5.90467641906148,"PSMB2",0.506974542306767,0.320853995971628,"no"
"FRMD8",0.0472826137501201,16.0496295296985,0.312544550777043,0.756003630558689,0.906057713255207,-6.10561768109896,"FRMD8",0.608953043882085,0.121476118879986,"no"
"YAP1",0.0470866552117215,10.1522525662397,0.428079239926725,0.671631652934869,0.869006149991035,-5.8640239811929,"YAP1",0.584051029473702,0.172868844441352,"no"
"ABHD5",0.0470045280711453,10.8989704306771,0.240915339581894,0.810734956041193,0.928541691472517,-6.09605321905941,"ABHD5",0.624064318554445,0.0911211013277166,"no"
"YTHDF3",0.0467597883518032,11.4316713546779,0.434599105748498,0.665968237548063,0.867940521779302,-6.0270231323873,"YTHDF3",0.583334830567509,0.176546483422119,"no"
"CCT6A",0.0467394845894358,12.1823617888921,0.648036056038988,0.520102203290259,0.785288483331852,-5.9492585519305,"CCT6A",0.527785156789215,0.283911306435176,"no"
"HSPA5",0.0466675695922625,15.9581619256141,0.648294357546213,0.519936619354471,0.785288483331852,-5.94909666594253,"HSPA5",0.527785156789215,0.284049593946462,"no"
