"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"ALDH1A2",0.0208017919252903,11.8763753485677,0.0796689423439052,0.937468367315489,0.978641431837713,-5.94980397486473,"ALDH1A2",0.632143791533519,0.0280433776078224,""
"NIT1",0.0207381244546472,12.7580295552693,0.274382719447181,0.78610623862495,0.908875857005845,-6.13618880161813,"NIT1",0.587079405786109,0.104518757102177,""
"PPA1",0.0207176504273399,14.6316952850147,0.217567295684735,0.829580129283984,0.932789274096788,-6.15008264958868,"PPA1",0.602526041966231,0.0811416590366496,""
"ATP5PB",0.0205911252370292,17.7148770183449,0.14839894961036,0.883250725076846,0.954630691882212,-6.16267997284276,"ATP5PB",0.616634290607839,0.053915997372603,""
"TBCB",0.0202975545619157,12.6101903724942,0.16595242593701,0.86956539240558,0.948228573788379,-6.15993276039096,"TBCB",0.612498905497399,0.0606977529447261,""
"MYLK2",0.020140063413816,15.3306617055591,0.151784304897919,0.880608355791206,0.953771814887065,-6.16217397776121,"MYLK2",0.616079507474293,0.055217197985287,""
"DDX39B",0.0200684443361805,14.4516437752407,0.24694275954433,0.807023815201789,0.919429647881003,-6.14329768008905,"DDX39B",0.59389652302827,0.0931136490968723,""
"CEFIP",0.0199509075040556,10.6377905874961,0.179342941568698,0.859153263210773,0.94612515074519,-6.15763127853975,"CEFIP",0.611140220105117,0.0659293560413217,""
"MAPK3",0.0197473847220593,11.4748217923346,0.166304506755956,0.869291306582839,0.948228573788379,-6.15987452623387,"MAPK3",0.612498905497399,0.0608346635497682,""
"PPIH",0.019522909997697,11.9451828397858,0.121054720287564,0.90464166481001,0.966997975922345,-6.16634927355292,"PPIH",0.624622815893777,0.0435234139586859,""
"NDUFAF3",0.0192634364865629,13.3518209107447,0.135960203771371,0.892971156413623,0.959265977924646,-6.16444130680035,"NDUFAF3",0.619628407961122,0.0491625688972417,""
"NFIX",0.0184950436465847,10.2821172500789,0.0961467799493778,0.92422492449877,0.972703936635139,-6.14868935881926,"NFIX",0.628308525002325,0.0342223236053248,""
"EIF4E",0.0178694746860302,13.0629063890342,0.19607519666054,0.846179392209805,0.94059448912471,-6.15450528615475,"EIF4E",0.607567743718241,0.0725375556515534,""
"SORD",0.0177121883558709,11.5554613039185,0.0935633170673841,0.926222096806584,0.973807819211325,-6.16928841165968,"SORD",0.629021567077202,0.0332848622897671,""
"FNTA",0.0175828878761042,11.9104165498962,0.192494504494291,0.848952200827064,0.941377387513054,-6.15519760902482,"FNTA",0.608073449219247,0.0711167614656313,""
"RPS8",0.0173606495802794,11.6540520908484,0.104642017135306,0.917517542040274,0.969145478854228,-6.16819446674793,"RPS8",0.626009974255896,0.0373856237097004,""
"SGTA",0.0173547347545711,11.9325360854628,0.155142811438855,0.877988337751111,0.953093950881065,-6.16166074069721,"SGTA",0.615641647897786,0.0565112527544633,""
"SPTBN1",0.0170420197145287,12.3944189626977,0.203398738402208,0.840514541679623,0.937723583299113,-6.15304968540182,"SPTBN1",0.605713310383734,0.0754547684629554,""
"EIPR1",0.0170391097719467,9.95049410082636,0.0655962452063704,0.948495333977248,0.982346034361206,-5.9508165626461,"EIPR1",0.634536743036633,0.0229648012359595,""
"CUTA",0.0167786556593406,14.246578496592,0.18770300134166,0.852665737476176,0.943199744351059,-6.1561041420843,"CUTA",0.609250582665294,0.0692211878481643,""
"VPS26A",0.0167679721769023,12.1435340256162,0.173704379531155,0.863595809179894,0.94704415149845,-6.13431004269429,"VPS26A",0.61173383958789,0.0636894738580279,""
"MAPK14",0.0167341183062586,13.8195157159178,0.15929823281142,0.874748603189369,0.95110039284022,-6.16101020800002,"MAPK14",0.614353928721401,0.0581167423319193,""
"RRAS2",0.0165559960663959,12.6488317838468,0.1157215364096,0.908822839444492,0.968068407383946,-6.16697825589792,"RRAS2",0.62531425055074,0.0415207673283966,""
"RPS2",0.0164992671234678,11.8041050145087,0.171403001871241,0.865324147686002,0.948051121652159,-6.15901743507581,"RPS2",0.612384282038228,0.0628211767189757,""
"DYNC1I2",0.0164591251715276,11.9983703074749,0.140920460009147,0.88909275753161,0.957970795221834,-6.1637573719214,"DYNC1I2",0.618791797454098,0.0510529274632225,""
"TXLNB",0.0163972038956697,14.3370847519515,0.181364543412618,0.857583526269035,0.945673884340342,-6.1572683504808,"TXLNB",0.610848729016684,0.0667235701410096,""
"TSSC4",0.0155098410270824,11.5645826068149,0.0778077876284956,0.938706028321464,0.979308761710466,-6.10005762718736,"TSSC4",0.632574846690436,0.0274703931085338,""
"RAP1A",0.0154379185380122,13.0719088270288,0.183299686313448,0.856081483466407,0.945153545329963,-6.15691714390244,"RAP1A",0.610512621159196,0.06748489637935,""
"ECHDC3",0.0154370402030768,13.9215916866949,0.0562256472685198,0.955640689237989,0.983115107028321,-6.15171972059967,"ECHDC3",0.63503351794922,0.0197053671522495,""
"PPP2R1A",0.0154309850316174,15.24410034958,0.261999678797964,0.795526611765076,0.913866777348413,-6.13948899495632,"PPP2R1A",0.590303241611932,0.0993452878597412,""
"NUP62",0.0151523356375325,12.5546044266269,0.0750926524687448,0.94078102470751,0.979935340618978,-6.15048534171425,"NUP62",0.63297957916347,0.026511450778915,""
"CCT8",0.015108075474723,14.441675470539,0.185023659188044,0.854743815478836,0.944635866110735,-6.15660113184323,"CCT8",0.610178231367598,0.0681640328690472,""
"SLC25A42",0.0144244168169845,10.7158808423345,0.0705632719628071,0.944657285783378,0.980424704179974,-5.89778147724937,"SLC25A42",0.633295678734592,0.0247257215316607,""
"FBLN2",0.0140633166792838,10.3416968451841,0.0536224274965763,0.95769240179642,0.983115107028321,-6.147897953881,"FBLN2",0.63503351794922,0.0187739582007339,""
"SNRNP200",0.0137869926280683,11.6777074780377,0.148781548333745,0.882952025733689,0.954630691882212,-6.16262335832784,"SNRNP200",0.616634290607839,0.0540628927136484,""
"SYNGR1",0.013779020198589,11.6047018787698,0.103192470588754,0.91893047046864,0.969965123921957,-6.02392673594805,"SYNGR1",0.626539415912431,0.0367173476281972,""
